Trip ID,Traveller Name,Departure Date,Return Date,Departure City,Arrival City,Activities
3835,Nathalie Mendoza,25/03/2024,07/04/2024,Vienna,Madrid,"Cultural Festivals, Dancing Classes, Art Exhibitions, Karaoke Nights, Rock Climbing"
3836,Elle Li,14/10/2024,20/10/2024,Budapest,Barcelona,"Scavenger Hunts, Group Cycling Tours, Segway Tours, Dancing Classes, Wine Tasting"
3837,Bennett Wilkerson,15/11/2024,24/11/2024,Berlin,London,"Karaoke Nights, Sightseeing Tours, River Cruises, Snorkeling Tours, Rock Climbing"
3838,Alijah Cameron,07/06/2024,21/06/2024,Madrid,Budapest,"Concerts, Food Tours, Segway Tours, Dancing Classes, Art Exhibitions"
3839,Keely Mendoza,12/12/2024,19/12/2024,Florence,Barcelona,"Theater Performances, Sightseeing Tours, Rock Climbing, Beach Volleyball, Wine Tasting"
3840,Angela Bartlett,25/10/2024,28/10/2024,Munich,Florence,"Rock Climbing, Zip Line Adventures, Pub Crawls, Theme Parks, Art Exhibitions"
3841,Lyla Little,22/10/2024,03/11/2024,Paris,Florence,"Pub Crawls, Concerts, Zip Line Adventures, Wine Tasting, Beach Volleyball"
3842,Angelo Moran,13/09/2024,17/09/2024,Brussels,Amsterdam,"Wine Tasting, Pub Crawls, Segway Tours, Hiking Excursions, Group Cycling Tours"
3843,Samson Gates,25/09/2024,04/10/2024,London,Lisbon,"Football Matches, Pub Crawls, Karaoke Nights, Theater Performances, Art Exhibitions"
3844,Marvin Farrell,26/07/2024,02/08/2024,Vienna,Madrid,"Hot Air Balloon Rides, Theme Parks, Football Matches, Theater Performances, Sightseeing Tours"
3845,Devan Lozano,19/07/2024,25/07/2024,Rome,Amsterdam,"Karaoke Nights, Wine Tasting, Art Exhibitions, Cooking Classes, Scavenger Hunts"
3846,Deegan Garner,28/06/2024,11/07/2024,Barcelona,Paris,"Group Cycling Tours, Karaoke Nights, Football Matches, Dancing Classes, Theater Performances"
3847,Celia Wong,31/03/2024,03/04/2024,Brussels,Madrid,"Sightseeing Tours, Hot Air Balloon Rides, Scavenger Hunts, Escape Rooms, Karaoke Nights"
3848,Eli Cohen,06/07/2024,17/07/2024,Zurich,Vienna,"Wine Tasting, Concerts, Cultural Festivals, Group Cycling Tours, Hot Air Balloon Rides"
3849,Misael Wilcox,19/08/2024,27/08/2024,Dublin,Vienna,"Food Tours, Cooking Classes, Football Matches, Wine Tasting, Concerts"
3850,Julie Nielsen,03/08/2024,06/08/2024,Munich,Vienna,"Wine Tasting, Food Tours, Snorkeling Tours, Hot Air Balloon Rides, Concerts"
3851,Eliza Cordova,21/05/2024,27/05/2024,Prague,Munich,"Wine Tasting, Karaoke Nights, Theater Performances, Snorkeling Tours, Art Exhibitions"
3852,Oswaldo Rollins,25/05/2024,01/06/2024,Budapest,Madrid,"Cultural Festivals, Karaoke Nights, Snorkeling Tours, Group Cycling Tours, Food Tours"
3853,Chace Morgan,17/03/2024,28/03/2024,Brussels,Vienna,"Snorkeling Tours, Group Cycling Tours, Art Exhibitions, Beach Volleyball, Rock Climbing"
3854,Tessa Marshall,28/09/2024,08/10/2024,Berlin,Rome,"Kayaking, Segway Tours, Theme Parks, Beach Volleyball, Food Tours"
3855,Jeremy Rosales,21/12/2024,30/12/2024,Prague,London,"Dancing Classes, Cultural Festivals, Football Matches, Hiking Excursions, Theater Performances"
3856,Aryan Floyd,03/04/2024,12/04/2024,Brussels,Munich,"Hiking Excursions, Football Matches, Cultural Festivals, Group Cycling Tours, Zip Line Adventures"
3857,Jimmy Pugh,27/09/2024,02/10/2024,Brussels,Budapest,"Segway Tours, Dancing Classes, Karaoke Nights, River Cruises, Wine Tasting"
3858,Isaias Atkinson,17/11/2024,29/11/2024,Barcelona,Madrid,"Group Cycling Tours, Karaoke Nights, Theater Performances, Hot Air Balloon Rides, Zip Line Adventures"
3859,Santiago Aguilar,14/02/2024,26/02/2024,Dublin,Florence,"Food Tours, Group Cycling Tours, Football Matches, Zip Line Adventures, Dancing Classes"
3860,Samir Walters,20/04/2024,04/05/2024,Munich,Berlin,"Cultural Festivals, Pub Crawls, Hot Air Balloon Rides, Theater Performances, Escape Rooms"
3861,Kaylee Todd,02/02/2024,09/02/2024,Dublin,London,"Wine Tasting, Karaoke Nights, Segway Tours, Theme Parks, Theater Performances"
3862,America Wilkins,18/11/2024,22/11/2024,Madrid,Munich,"Concerts, Cooking Classes, Theater Performances, Football Matches, Kayaking"
3863,Isis Mcclure,28/09/2024,07/10/2024,Dublin,Milan,"Kayaking, Rock Climbing, Group Cycling Tours, Food Tours, Karaoke Nights"
3864,Diya Camacho,16/03/2024,19/03/2024,Dublin,Barcelona,"Theater Performances, Concerts, Food Tours, Hot Air Balloon Rides, Sightseeing Tours"
3865,Trey Roberts,07/02/2024,14/02/2024,Budapest,Amsterdam,"Group Cycling Tours, Sightseeing Tours, Rock Climbing, Karaoke Nights, Zip Line Adventures"
3866,Zain Richardson,11/07/2024,23/07/2024,Budapest,Madrid,"Cooking Classes, Snorkeling Tours, Group Cycling Tours, Hiking Excursions, Cultural Festivals"
3867,Jaden Church,22/09/2024,03/10/2024,Zurich,Paris,"Hiking Excursions, Wine Tasting, Group Cycling Tours, Food Tours, Art Exhibitions"
3868,Maggie Alvarez,20/03/2024,25/03/2024,London,Dublin,"Concerts, Hiking Excursions, Kayaking, Zip Line Adventures, Beach Volleyball"
3869,Amina Duffy,30/08/2024,09/09/2024,Milan,Brussels,"Karaoke Nights, Concerts, Football Matches, Wine Tasting, Hiking Excursions"
3870,Warren Neal,23/08/2024,26/08/2024,Zurich,Lisbon,"Kayaking, Rock Climbing, Cooking Classes, Wine Tasting, Zip Line Adventures"
3871,Prince Lyons,27/03/2024,03/04/2024,Rome,Munich,"Concerts, Dancing Classes, Football Matches, Art Exhibitions, Karaoke Nights"
3872,Kierra Berg,08/06/2024,14/06/2024,Rome,Munich,"Sightseeing Tours, Concerts, Snorkeling Tours, Theater Performances, Segway Tours"
3873,Riley Mccall,03/03/2024,17/03/2024,Vienna,Milan,"Art Exhibitions, Cooking Classes, Group Cycling Tours, Hiking Excursions, Segway Tours"
3874,Ricardo Campbell,04/01/2024,18/01/2024,London,Rome,"River Cruises, Concerts, Rock Climbing, Karaoke Nights, Segway Tours"
3875,Kenzie Hunter,04/11/2024,07/11/2024,Budapest,Milan,"Escape Rooms, Theme Parks, Hiking Excursions, River Cruises, Cultural Festivals"
3876,Camille Bates,22/02/2024,07/03/2024,Brussels,Florence,"Theater Performances, Karaoke Nights, Cultural Festivals, Kayaking, Beach Volleyball"
3877,Triston Harrington,11/04/2024,18/04/2024,Budapest,Amsterdam,"Wine Tasting, Cooking Classes, Scavenger Hunts, Football Matches, Art Exhibitions"
3878,Valerie Parker,07/06/2024,12/06/2024,Zurich,Vienna,"Art Exhibitions, Escape Rooms, Food Tours, Theme Parks, Beach Volleyball"
3879,Jayson Suarez,09/12/2024,14/12/2024,Brussels,Zurich,"Segway Tours, Pub Crawls, Karaoke Nights, Art Exhibitions, Football Matches"
3880,Kaydence Garrison,19/06/2024,03/07/2024,Vienna,Berlin,"Concerts, Wine Tasting, Hiking Excursions, Pub Crawls, Cooking Classes"
3881,Alyson Potts,27/09/2024,06/10/2024,Prague,Munich,"Cooking Classes, Rock Climbing, Scavenger Hunts, Beach Volleyball, Karaoke Nights"
3882,Tucker Marks,26/07/2024,03/08/2024,Budapest,Dublin,"Art Exhibitions, Escape Rooms, Segway Tours, Cultural Festivals, Snorkeling Tours"
3883,Jeremy Spears,10/06/2024,24/06/2024,Munich,Paris,"Segway Tours, Pub Crawls, Karaoke Nights, Theater Performances, Snorkeling Tours"
3884,Payton Garrett,03/10/2024,06/10/2024,Milan,Lisbon,"Beach Volleyball, Snorkeling Tours, Zip Line Adventures, Food Tours, Dancing Classes"
3885,Michelle Gallagher,23/03/2024,02/04/2024,Berlin,Rome,"Rock Climbing, Kayaking, Cooking Classes, Karaoke Nights, Pub Crawls"
3886,Kenley Lane,20/06/2024,03/07/2024,Berlin,Amsterdam,"Kayaking, Dancing Classes, Wine Tasting, Zip Line Adventures, Scavenger Hunts"
3887,Simone Farrell,11/07/2024,17/07/2024,London,Berlin,"Segway Tours, River Cruises, Theater Performances, Snorkeling Tours, Food Tours"
3888,Isabelle Howard,22/02/2024,28/02/2024,Budapest,Florence,"Sightseeing Tours, Football Matches, Kayaking, Snorkeling Tours, Hiking Excursions"
3889,Luciano Nash,26/12/2024,07/01/2025,Barcelona,Amsterdam,"Group Cycling Tours, Dancing Classes, Art Exhibitions, Rock Climbing, Zip Line Adventures"
3890,Marie Prince,30/07/2024,08/08/2024,Zurich,Rome,"Kayaking, Concerts, Group Cycling Tours, Pub Crawls, Art Exhibitions"
3891,Amani Taylor,21/08/2024,28/08/2024,London,Zurich,"Hot Air Balloon Rides, Cultural Festivals, Karaoke Nights, River Cruises, Pub Crawls"
3892,Davian Ibarra,05/04/2024,17/04/2024,Budapest,Lisbon,"Wine Tasting, Hiking Excursions, Hot Air Balloon Rides, Concerts, Karaoke Nights"
3893,Miriam Curtis,21/04/2024,29/04/2024,Dublin,Zurich,"Pub Crawls, Wine Tasting, Zip Line Adventures, Sightseeing Tours, Theater Performances"
3894,Allan Davies,20/10/2024,27/10/2024,Milan,Paris,"Escape Rooms, Hiking Excursions, Art Exhibitions, Wine Tasting, Group Cycling Tours"
3895,Solomon Sims,20/12/2024,26/12/2024,Dublin,Vienna,"Cooking Classes, Theater Performances, Concerts, Escape Rooms, River Cruises"
3896,Jovani Gilbert,14/10/2024,23/10/2024,Zurich,Berlin,"Wine Tasting, Rock Climbing, Kayaking, Football Matches, Segway Tours"
3897,Alexa Morgan,11/11/2024,18/11/2024,Dublin,Dublin,"Scavenger Hunts, Beach Volleyball, Cooking Classes, Sightseeing Tours, Dancing Classes"
3898,Gloria Hansen,25/08/2024,07/09/2024,Dublin,Brussels,"Art Exhibitions, Wine Tasting, Segway Tours, Snorkeling Tours, Pub Crawls"
3899,Vivian Hayden,15/02/2024,20/02/2024,Prague,Lisbon,"Sightseeing Tours, Group Cycling Tours, Escape Rooms, Wine Tasting, Art Exhibitions"
3900,Evelin Calhoun,25/08/2024,08/09/2024,Florence,Dublin,"Theme Parks, Rock Climbing, Scavenger Hunts, Group Cycling Tours, Hiking Excursions"
3901,Kayden French,12/02/2024,17/02/2024,Rome,Florence,"Food Tours, Theater Performances, Wine Tasting, River Cruises, Zip Line Adventures"
3902,Presley Carey,28/11/2024,01/12/2024,Paris,Paris,"Theme Parks, Karaoke Nights, Zip Line Adventures, Hot Air Balloon Rides, Concerts"
3903,Chasity Madden,18/08/2024,22/08/2024,Milan,Barcelona,"Rock Climbing, Cooking Classes, Group Cycling Tours, Theme Parks, Scavenger Hunts"
3904,Brielle Schneider,05/11/2024,15/11/2024,Barcelona,Munich,"Rock Climbing, Theater Performances, Group Cycling Tours, Art Exhibitions, Segway Tours"
3905,Maryjane Woodward,03/03/2024,15/03/2024,Dublin,Prague,"Snorkeling Tours, Kayaking, Theme Parks, Hiking Excursions, Beach Volleyball"
3906,Royce Frye,11/03/2024,14/03/2024,Berlin,London,"Food Tours, Pub Crawls, Escape Rooms, Kayaking, Concerts"
3907,Abraham Lowery,12/08/2024,19/08/2024,London,Vienna,"Escape Rooms, Zip Line Adventures, Sightseeing Tours, Theater Performances, River Cruises"
3908,Kaydence Perez,24/08/2024,27/08/2024,Barcelona,Prague,"Theater Performances, Theme Parks, Concerts, Beach Volleyball, Karaoke Nights"
3909,Kaylee Whitehead,31/07/2024,05/08/2024,Florence,Barcelona,"Hiking Excursions, Rock Climbing, Kayaking, Escape Rooms, Theater Performances"
3910,Paula Valentine,06/10/2024,09/10/2024,Budapest,Florence,"Zip Line Adventures, River Cruises, Hiking Excursions, Dancing Classes, Theme Parks"
3911,Linda Huffman,21/12/2024,29/12/2024,London,Paris,"Pub Crawls, River Cruises, Karaoke Nights, Sightseeing Tours, Hiking Excursions"
3912,Alia Barrera,27/07/2024,09/08/2024,Budapest,Prague,"Concerts, Snorkeling Tours, Kayaking, Pub Crawls, Football Matches"
3913,Isabelle Horn,21/12/2024,24/12/2024,Budapest,Budapest,"Group Cycling Tours, River Cruises, Theme Parks, Beach Volleyball, Cooking Classes"
3914,Jay Lynn,05/07/2024,11/07/2024,Barcelona,Florence,"Scavenger Hunts, Snorkeling Tours, Food Tours, Group Cycling Tours, Segway Tours"
3915,Macie Humphrey,01/01/2024,11/01/2024,Brussels,Paris,"Wine Tasting, Karaoke Nights, Snorkeling Tours, Concerts, Art Exhibitions"
3916,Diamond Barber,01/01/2024,11/01/2024,Milan,Vienna,"Kayaking, Hiking Excursions, Food Tours, Rock Climbing, Karaoke Nights"
3917,Abdiel Ponce,14/06/2024,26/06/2024,Barcelona,Milan,"Cooking Classes, Theater Performances, Snorkeling Tours, Hot Air Balloon Rides, Art Exhibitions"
3918,Andrew Petty,05/07/2024,11/07/2024,Budapest,Prague,"Segway Tours, Snorkeling Tours, Wine Tasting, Beach Volleyball, Group Cycling Tours"
3919,Toby Houston,26/08/2024,03/09/2024,Dublin,Berlin,"Segway Tours, Cooking Classes, Cultural Festivals, Dancing Classes, Group Cycling Tours"
3920,Hugo Fletcher,14/05/2024,18/05/2024,Madrid,Rome,"Escape Rooms, Hiking Excursions, Cultural Festivals, Beach Volleyball, Hot Air Balloon Rides"
3921,Luna Daniel,11/03/2024,16/03/2024,Amsterdam,Berlin,"Concerts, Snorkeling Tours, Dancing Classes, Wine Tasting, Pub Crawls"
3922,Jerimiah Nicholson,09/09/2024,20/09/2024,London,Budapest,"Concerts, Rock Climbing, Wine Tasting, Art Exhibitions, Pub Crawls"
3923,Jimena Mata,28/02/2024,06/03/2024,Budapest,Dublin,"Cultural Festivals, Rock Climbing, Football Matches, Dancing Classes, Karaoke Nights"
3924,Geovanni Huffman,06/12/2024,18/12/2024,Zurich,Budapest,"Food Tours, Hot Air Balloon Rides, Rock Climbing, Hiking Excursions, Group Cycling Tours"
3925,Natalya Moody,26/10/2024,29/10/2024,Prague,Vienna,"Hot Air Balloon Rides, Theme Parks, Snorkeling Tours, Segway Tours, Art Exhibitions"
3926,Monique Barajas,19/03/2024,22/03/2024,Amsterdam,Lisbon,"Art Exhibitions, Scavenger Hunts, Hiking Excursions, Football Matches, Pub Crawls"
3927,Catalina Melton,06/02/2024,18/02/2024,London,Paris,"Group Cycling Tours, Pub Crawls, Segway Tours, Football Matches, Dancing Classes"
3928,Joselyn Poole,08/11/2024,13/11/2024,Dublin,London,"Theater Performances, Segway Tours, Dancing Classes, Wine Tasting, Zip Line Adventures"
3929,Maximillian Hensley,05/08/2024,14/08/2024,Brussels,Zurich,"River Cruises, Hiking Excursions, Theme Parks, Theater Performances, Concerts"
3930,Kylee Sanders,07/11/2024,21/11/2024,Barcelona,Rome,"Scavenger Hunts, Football Matches, Rock Climbing, Beach Volleyball, Escape Rooms"
3931,Tamia Valentine,13/08/2024,17/08/2024,Paris,Prague,"Concerts, Hot Air Balloon Rides, Sightseeing Tours, Segway Tours, Wine Tasting"
3932,Amya Sellers,28/10/2024,02/11/2024,Zurich,Barcelona,"Karaoke Nights, Hiking Excursions, Pub Crawls, Dancing Classes, Snorkeling Tours"
3933,Dulce Giles,10/11/2024,20/11/2024,Prague,Prague,"Football Matches, Hot Air Balloon Rides, Theme Parks, Scavenger Hunts, Kayaking"
3934,Anabelle Dorsey,16/04/2024,25/04/2024,Milan,Munich,"Scavenger Hunts, Rock Climbing, Group Cycling Tours, Wine Tasting, Hiking Excursions"
3935,Simon Ballard,12/11/2024,25/11/2024,Berlin,London,"Theme Parks, Snorkeling Tours, Football Matches, Scavenger Hunts, Beach Volleyball"
3936,Briley Ponce,20/10/2024,27/10/2024,Berlin,Paris,"Hot Air Balloon Rides, Scavenger Hunts, Kayaking, Hiking Excursions, Rock Climbing"
3937,Kaya Sampson,07/06/2024,13/06/2024,Brussels,London,"Zip Line Adventures, Cultural Festivals, Snorkeling Tours, Cooking Classes, Kayaking"
3938,Clark Farley,30/06/2024,07/07/2024,Lisbon,Zurich,"Escape Rooms, Food Tours, Snorkeling Tours, Theater Performances, Hiking Excursions"
3939,Maya Phelps,27/06/2024,10/07/2024,London,Milan,"Pub Crawls, Rock Climbing, Kayaking, Art Exhibitions, Theater Performances"
3940,Mariyah Vincent,20/07/2024,25/07/2024,Munich,Prague,"Snorkeling Tours, Sightseeing Tours, Football Matches, Theme Parks, Beach Volleyball"
3941,David Hensley,02/05/2024,05/05/2024,Paris,Berlin,"Art Exhibitions, Group Cycling Tours, Dancing Classes, Snorkeling Tours, Food Tours"
3942,Jordyn Finley,18/07/2024,26/07/2024,Barcelona,Paris,"Beach Volleyball, Hiking Excursions, Dancing Classes, Cultural Festivals, Food Tours"
3943,Angela Brown,01/05/2024,05/05/2024,Budapest,Brussels,"Art Exhibitions, Group Cycling Tours, Scavenger Hunts, Zip Line Adventures, Hiking Excursions"
3944,Erica Mahoney,25/06/2024,05/07/2024,Vienna,Madrid,"Concerts, Pub Crawls, Group Cycling Tours, Cooking Classes, Hiking Excursions"
3945,Aria Flynn,22/06/2024,30/06/2024,Madrid,Paris,"Pub Crawls, Dancing Classes, Food Tours, Snorkeling Tours, Segway Tours"
3946,Drake Stark,10/01/2024,14/01/2024,Madrid,Barcelona,"Football Matches, Segway Tours, Cultural Festivals, Karaoke Nights, Sightseeing Tours"
3947,Sydnee Costa,29/05/2024,02/06/2024,Budapest,Brussels,"Wine Tasting, Segway Tours, Beach Volleyball, Rock Climbing, River Cruises"
3948,Lamont Franco,04/01/2024,12/01/2024,Rome,Paris,"Karaoke Nights, Cooking Classes, Hiking Excursions, Concerts, River Cruises"
3949,Kian Cline,06/08/2024,18/08/2024,Rome,London,"Dancing Classes, Wine Tasting, Art Exhibitions, Cultural Festivals, River Cruises"
3950,Brenna Huynh,31/12/2024,14/01/2025,Budapest,Rome,"Escape Rooms, Concerts, Sightseeing Tours, Beach Volleyball, Theme Parks"
3951,Matthias Wise,04/08/2024,07/08/2024,Madrid,Berlin,"Kayaking, Food Tours, Escape Rooms, Theater Performances, Cultural Festivals"
3952,Liliana Kramer,31/01/2024,07/02/2024,Madrid,Paris,"Beach Volleyball, Wine Tasting, Concerts, Group Cycling Tours, Dancing Classes"
3953,Lena Ritter,29/03/2024,06/04/2024,Madrid,Budapest,"Beach Volleyball, Zip Line Adventures, Escape Rooms, Football Matches, Pub Crawls"
3954,Giovanni Villarreal,22/09/2024,25/09/2024,Rome,Budapest,"Beach Volleyball, Scavenger Hunts, Football Matches, Theater Performances, Group Cycling Tours"
3955,Kyan Short,17/05/2024,26/05/2024,Berlin,London,"Scavenger Hunts, Theater Performances, Karaoke Nights, Football Matches, Dancing Classes"
3956,Charity Dorsey,09/09/2024,13/09/2024,Munich,Madrid,"Food Tours, Group Cycling Tours, Zip Line Adventures, Karaoke Nights, Snorkeling Tours"
3957,Lucas Harvey,02/02/2024,12/02/2024,Prague,Milan,"River Cruises, Dancing Classes, Sightseeing Tours, Pub Crawls, Karaoke Nights"
3958,Elisha Bailey,19/11/2024,28/11/2024,Florence,Munich,"Food Tours, Football Matches, Zip Line Adventures, Hiking Excursions, Snorkeling Tours"
3959,Rylie Mcdonald,24/07/2024,31/07/2024,Barcelona,Munich,"Concerts, Art Exhibitions, Sightseeing Tours, Hot Air Balloon Rides, Theme Parks"
3960,Stella Hayes,25/03/2024,05/04/2024,Brussels,Milan,"Football Matches, Concerts, Segway Tours, Theater Performances, Hot Air Balloon Rides"
3961,Jade Reyes,08/08/2024,17/08/2024,Paris,London,"Group Cycling Tours, Hiking Excursions, Cultural Festivals, Theme Parks, Theater Performances"
3962,Arielle Middleton,10/09/2024,15/09/2024,Munich,Barcelona,"Football Matches, Sightseeing Tours, Escape Rooms, Zip Line Adventures, Pub Crawls"
3963,Gilbert Contreras,14/09/2024,26/09/2024,Munich,Vienna,"Segway Tours, Hiking Excursions, Pub Crawls, Theater Performances, Wine Tasting"
3964,Kenny Hammond,28/05/2024,02/06/2024,Paris,Munich,"Hot Air Balloon Rides, Cooking Classes, Group Cycling Tours, Concerts, Zip Line Adventures"
3965,Miya Casey,15/08/2024,26/08/2024,Amsterdam,Florence,"Pub Crawls, Theme Parks, Zip Line Adventures, Snorkeling Tours, Wine Tasting"
3966,Izayah Hodges,27/06/2024,04/07/2024,Barcelona,Rome,"Sightseeing Tours, Theater Performances, Wine Tasting, River Cruises, Group Cycling Tours"
3967,Mackenzie Fernandez,20/08/2024,02/09/2024,Budapest,Paris,"Cultural Festivals, Theater Performances, Food Tours, Beach Volleyball, Hiking Excursions"
3968,Mallory Pena,10/10/2024,24/10/2024,Zurich,Lisbon,"Escape Rooms, Football Matches, Karaoke Nights, Rock Climbing, Theme Parks"
3969,Kenna Solomon,03/02/2024,08/02/2024,Lisbon,Brussels,"Hiking Excursions, Kayaking, Cooking Classes, Cultural Festivals, Segway Tours"
3970,Gwendolyn Ali,25/07/2024,30/07/2024,Barcelona,Madrid,"Pub Crawls, Hiking Excursions, Cooking Classes, Sightseeing Tours, Rock Climbing"
3971,Marin Burnett,15/07/2024,23/07/2024,Budapest,Florence,"Cooking Classes, Wine Tasting, Karaoke Nights, Cultural Festivals, Theme Parks"
3972,Prince Shepard,21/07/2024,28/07/2024,Lisbon,Vienna,"Food Tours, Art Exhibitions, River Cruises, Theme Parks, Hot Air Balloon Rides"
3973,Brynn Wiggins,30/11/2024,11/12/2024,London,Barcelona,"Football Matches, Scavenger Hunts, Wine Tasting, Zip Line Adventures, Group Cycling Tours"
3974,Zain Alexander,29/09/2024,03/10/2024,London,Dublin,"River Cruises, Cooking Classes, Karaoke Nights, Scavenger Hunts, Food Tours"
3975,Bethany Nolan,23/06/2024,06/07/2024,Milan,Lisbon,"Concerts, Snorkeling Tours, Hot Air Balloon Rides, Food Tours, Segway Tours"
3976,Zack Tran,13/05/2024,16/05/2024,Vienna,Lisbon,"Theme Parks, Hot Air Balloon Rides, Wine Tasting, Rock Climbing, Concerts"
3977,Rowan Camacho,08/08/2024,22/08/2024,Florence,Vienna,"Football Matches, Scavenger Hunts, River Cruises, Pub Crawls, Cultural Festivals"
3978,Makena Miles,07/01/2024,19/01/2024,Amsterdam,Madrid,"Segway Tours, Football Matches, Zip Line Adventures, Kayaking, Snorkeling Tours"
3979,Kasey Salas,09/08/2024,20/08/2024,Zurich,Berlin,"Snorkeling Tours, River Cruises, Rock Climbing, Cooking Classes, Cultural Festivals"
3980,Luca Holmes,02/06/2024,09/06/2024,Brussels,Dublin,"Theater Performances, Dancing Classes, Escape Rooms, Art Exhibitions, Food Tours"
3981,Alfredo Dixon,21/02/2024,01/03/2024,Paris,Prague,"Karaoke Nights, Group Cycling Tours, Hot Air Balloon Rides, River Cruises, Concerts"
3982,Samara Ayala,27/09/2024,06/10/2024,Florence,Budapest,"Rock Climbing, Hiking Excursions, Hot Air Balloon Rides, Cultural Festivals, Wine Tasting"
3983,Remington Kent,21/09/2024,24/09/2024,Rome,Rome,"Hiking Excursions, Segway Tours, Escape Rooms, Karaoke Nights, Scavenger Hunts"
3984,Kylan Rodriguez,07/07/2024,11/07/2024,Dublin,Lisbon,"Hiking Excursions, Concerts, Art Exhibitions, Wine Tasting, River Cruises"
3985,Jorge Weber,24/04/2024,01/05/2024,London,Barcelona,"Football Matches, Dancing Classes, Kayaking, Hot Air Balloon Rides, Rock Climbing"
3986,Kaia Robertson,19/05/2024,30/05/2024,Budapest,Budapest,"Wine Tasting, Art Exhibitions, River Cruises, Zip Line Adventures, Scavenger Hunts"
3987,Jaylin Ponce,02/03/2024,13/03/2024,Munich,Barcelona,"Sightseeing Tours, Pub Crawls, Dancing Classes, Theme Parks, Cooking Classes"
3988,Jenny Knight,25/06/2024,07/07/2024,Florence,London,"Dancing Classes, Scavenger Hunts, Pub Crawls, Zip Line Adventures, Kayaking"
3989,Makena Wilcox,07/07/2024,13/07/2024,Zurich,Dublin,"Wine Tasting, Dancing Classes, Sightseeing Tours, Theater Performances, Cultural Festivals"
3990,Melvin Boyer,13/07/2024,24/07/2024,Munich,Rome,"Hiking Excursions, Scavenger Hunts, Theater Performances, Cultural Festivals, Wine Tasting"
3991,Eden Fleming,17/09/2024,24/09/2024,Florence,Vienna,"Theater Performances, Football Matches, Segway Tours, Zip Line Adventures, Hiking Excursions"
3992,Paloma Friedman,18/02/2024,01/03/2024,Paris,Lisbon,"Scavenger Hunts, Snorkeling Tours, Theme Parks, Sightseeing Tours, Rock Climbing"
3993,Andres Todd,22/12/2024,26/12/2024,Zurich,Milan,"Football Matches, Cooking Classes, Concerts, Scavenger Hunts, Theater Performances"
3994,Drake Hoover,04/11/2024,11/11/2024,Milan,Amsterdam,"River Cruises, Rock Climbing, Escape Rooms, Theme Parks, Cooking Classes"
3995,Dayanara Fernandez,29/04/2024,05/05/2024,Amsterdam,Vienna,"Kayaking, Rock Climbing, Scavenger Hunts, Hiking Excursions, Concerts"
3996,Emilie Ponce,19/09/2024,23/09/2024,Amsterdam,Milan,"Cultural Festivals, Hiking Excursions, Escape Rooms, Theater Performances, Theme Parks"
3997,Tyson Pierce,20/02/2024,03/03/2024,Vienna,Berlin,"Snorkeling Tours, Beach Volleyball, Rock Climbing, Hot Air Balloon Rides, Group Cycling Tours"
3998,Savion Compton,23/12/2024,05/01/2025,Milan,Lisbon,"Cultural Festivals, Art Exhibitions, Sightseeing Tours, Pub Crawls, Football Matches"
3999,Marin Mathis,04/07/2024,09/07/2024,Milan,Rome,"Cultural Festivals, Beach Volleyball, Zip Line Adventures, Hot Air Balloon Rides, Group Cycling Tours"
4000,Alijah Cohen,15/09/2024,23/09/2024,Munich,Prague,"Karaoke Nights, Hiking Excursions, Snorkeling Tours, Dancing Classes, Food Tours"
4001,Harry Hogan,14/12/2024,22/12/2024,Madrid,Florence,"Hiking Excursions, Karaoke Nights, Cultural Festivals, Escape Rooms, Wine Tasting"
4002,Gabrielle Serrano,05/02/2024,11/02/2024,Milan,Paris,"Beach Volleyball, Art Exhibitions, Group Cycling Tours, Food Tours, Karaoke Nights"
4003,Frank Galloway,27/02/2024,10/03/2024,Milan,Lisbon,"Art Exhibitions, River Cruises, Dancing Classes, Karaoke Nights, Segway Tours"
4004,Guadalupe Hawkins,02/05/2024,14/05/2024,Lisbon,Dublin,"Concerts, Hiking Excursions, River Cruises, Snorkeling Tours, Football Matches"
4005,Kendra Wilcox,22/08/2024,04/09/2024,Paris,Berlin,"Food Tours, Escape Rooms, Pub Crawls, Wine Tasting, Kayaking"
4006,Sharon Brady,03/06/2024,08/06/2024,Florence,Paris,"Sightseeing Tours, Football Matches, Zip Line Adventures, Art Exhibitions, Escape Rooms"
4007,Donavan Mcguire,23/10/2024,27/10/2024,Prague,Vienna,"Concerts, Rock Climbing, Art Exhibitions, Scavenger Hunts, Hiking Excursions"
4008,Misael Braun,18/09/2024,22/09/2024,Budapest,Prague,"Hiking Excursions, Wine Tasting, Theme Parks, Snorkeling Tours, Segway Tours"
4009,Gunner Pacheco,27/08/2024,31/08/2024,Amsterdam,Munich,"Wine Tasting, Dancing Classes, Hiking Excursions, Theater Performances, Theme Parks"
4010,Cecelia Harrell,21/05/2024,02/06/2024,Lisbon,Barcelona,"Theme Parks, Sightseeing Tours, Wine Tasting, Karaoke Nights, Cultural Festivals"
4011,Milton Stanley,19/05/2024,31/05/2024,Budapest,Munich,"Beach Volleyball, Escape Rooms, Dancing Classes, Cooking Classes, Segway Tours"
4012,Charles Kelly,22/06/2024,05/07/2024,London,Berlin,"Concerts, Kayaking, Hot Air Balloon Rides, River Cruises, Karaoke Nights"
4013,Marina Blackburn,10/05/2024,16/05/2024,Milan,Madrid,"Scavenger Hunts, Dancing Classes, Food Tours, Snorkeling Tours, Cultural Festivals"
